CRSP Ticker,Fiscal Quarter,Net Income,Operating Income,EPS Diluted,EPS Basic,CEO Dismissal,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Recession Probability,Recession,Adjusted Close,GICS Sector,GICS Sub-Industry,Date added,Beta,Average Closing Price,Dividend Yield,Unemployment Rate,GDP Growth Rate,Inflation Rate (CPI),Federal Funds Rate,Consumer Sentiment Index,Private Nonresidential Investment,Labor Force Participation Rate,Industrial Production Index,Housing Starts,Corporate Profits,Real Disposable Personal Income,SP500_Return,Company_Growth,Outperformed
ABT,2010Q3,0.1361675024497089,0.1026802697561819,0.57,0.58,0,2.786666666666666,0.1566666666666666,0.1589055791423019,2.6277610875243647,0.003942952782689,0.0,18.73056602478028,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.1071979455150282,0.12708726165112938,1
ABT,2010Q4,0.1835854596506096,0.1445423227403461,0.93,0.93,0,2.8633333333333333,0.1366666666666667,0.1386127573805921,2.724720575952741,0.0036572893388014,0.0,17.32047462463379,Health Care,Health Care Equipment,1957-03-04,0.722,17.754088447207497,0.0118908949128957,9.5,2.1,219.699,0.1866666666666666,71.26666666666667,1859.421,64.43333333333334,92.9545,542.3333333333334,1647.5,12626.066666666666,0.1020330077625684,-0.07528290379911429,0
ABT,2011Q1,0.143918083376655,0.0955435852625291,0.55,0.56,1,3.4600000000000004,0.1266666666666666,0.1284681423090375,3.3315318576909623,0.002427880071562,0.0,17.8972110748291,Health Care,Health Care Equipment,1957-03-04,0.722,17.07531882114098,0.0123635758846635,9.033333333333331,-0.9,222.04366666666667,0.1566666666666666,73.06666666666666,1857.309,64.16666666666667,93.45393333333334,582.3333333333334,1513.837,12753.133333333331,0.0542205564485891,0.03329795878543984,0
ABT,2011Q2,0.1844215550679575,0.2020319665567838,1.24,1.25,0,3.2099999999999995,0.0466666666666666,0.0473206247655896,3.16267937523441,0.004442118823198,0.0,19.382137298583984,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,-0.0039144849477483,0.08296969944346833,1
ABT,2011Q3,0.0605985718214878,0.0308861430012122,0.19,0.19,0,2.4266666666666663,0.0233333333333333,0.0236592015851252,2.4030074650815414,0.014392493660523,0.0,19.00820541381836,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,-0.1432789924614669,-0.01929260323591575,1
ABT,2011Q4,-0.1966272862181278,0.1559350126235858,1.03,1.04,0,2.0466666666666664,0.0133333333333333,0.0135190311172746,2.033147635549392,0.0132747275065102,0.0,21.092214584350582,Health Care,Health Care Equipment,1957-03-04,0.722,19.91050847371419,0.0115669572328625,8.633333333333333,4.6,227.04733333333337,0.0733333333333333,64.8,2046.64,64.06666666666666,95.84926666666668,671.6666666666666,1671.585,12824.366666666669,0.1115235073975089,0.10963734477623088,0
ABT,2012Q1,0.096363550340651,0.2350492051476154,0.78,0.79,0,2.036666666666666,0.0666666666666666,0.0676057514785043,1.9690609151881624,0.004167408768399,0.0,23.188617706298828,Health Care,Health Care Equipment,1957-03-04,0.722,21.28831909548852,0.010818327128928,8.266666666666667,3.4,228.326,0.1033333333333333,75.5,2099.256,63.76666666666667,96.79553333333332,707.3333333333334,1936.487,13021.166666666666,0.1199666014997293,0.09939227166329312,0
ABT,2012Q2,0.1061904761904762,0.3246753246753247,1.09,1.1,0,1.8233333333333333,0.0866666666666666,0.0878896816985088,1.7354436516348244,0.0058805718840919,0.0,24.60037040710449,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,-0.0328796051649713,0.06088127885355488,1
ABT,2012Q3,0.058882621082621,0.3690408357075024,1.22,1.23,0,1.643333333333333,0.1033333333333333,0.1047959485916862,1.538537384741647,0.0232089883552789,0.0,26.365779876708984,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0576364067331522,0.07176353202773944,1
ABT,2012Q4,-0.0073375156838143,0.3303011292346298,0.66,0.67,0,1.7066666666666668,0.0866666666666666,0.0878900236369768,1.6187766430296897,0.0344900838541886,0.0,25.37289810180664,Health Care,Health Care Equipment,1957-03-04,0.722,25.302917105252625,0.0096707426650503,7.8,0.5,231.36933333333332,0.16,79.39999999999999,2162.912,63.7,97.87596666666668,908.0,1847.96,13366.8,-0.0100509499728392,-0.03765797103462265,0
ABT,2013Q1,0.1268826077986383,0.1124406849597689,0.34,0.35,0,1.95,0.0866666666666666,0.0878900236369768,1.8621099763630231,0.0377864164186405,0.0,28.634477615356445,Health Care,Health Care Equipment,1957-03-04,0.722,27.17520100275675,0.0051517558227369,,,,,,,,,,,,0.1002671494506539,0.12854580113249137,1
ABT,2013Q1,0.1268826077986383,0.1124406849597689,0.34,0.35,0,1.95,0.0866666666666666,0.0878900236369768,1.8621099763630231,0.0377864164186405,0.0,28.634477615356445,Health Care,Health Care Equipment,1957-03-04,0.722,27.17520100275675,0.0051517558227369,7.733333333333333,4.0,232.29933333333335,0.1433333333333333,76.66666666666667,2196.264,63.46666666666667,98.62133333333333,953.3333333333334,1831.269,12837.166666666666,0.1002671494506539,0.0,0
ABT,2013Q2,0.1271031826474762,0.0964930062842084,0.3,0.31,0,1.9966666666666668,0.0499999999999999,0.0507010233927077,1.9459656432739587,0.052471357654073,0.0,28.384876251220703,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0236364552893999,-0.008716812211090663,0
ABT,2013Q2,0.1271031826474762,0.0964930062842084,0.3,0.31,0,1.9966666666666668,0.0499999999999999,0.0507010233927077,1.9459656432739587,0.052471357654073,0.0,28.384876251220703,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0236364552893999,0.0,0
ABT,2013Q3,0.0984391259105098,0.2010405827263267,0.62,0.62,0,2.7100000000000004,0.0333333333333333,0.0337993720529758,2.6762006279470243,0.0661221168415395,0.0,27.11885643005371,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0468598364907757,-0.04460191441252259,0
ABT,2013Q3,0.0984391259105098,0.2010405827263267,0.62,0.62,0,2.7100000000000004,0.0333333333333333,0.0337993720529758,2.6762006279470243,0.0661221168415395,0.0,27.11885643005371,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0468598364907757,0.0,0
ABT,2013Q4,0.0824132492113564,0.1161277602523659,0.37,0.38,0,2.7466666666666666,0.0633333333333333,0.0642234725463784,2.6824431941202884,0.0596854133977426,0.0,31.451387405395508,Health Care,Health Care Equipment,1957-03-04,0.722,29.90618947952513,0.00468130518921,,,,,,,,,,,,0.0992001020960913,0.1597608286513288,1
ABT,2013Q4,0.0824132492113564,0.1161277602523659,0.37,0.38,0,2.7466666666666666,0.0633333333333333,0.0642234725463784,2.6824431941202884,0.0596854133977426,0.0,31.451387405395508,Health Care,Health Care Equipment,1957-03-04,0.722,29.90618947952513,0.00468130518921,6.933333333333334,3.5,234.1626666666667,0.0866666666666666,76.93333333333334,2302.178,62.9,100.1453,1009.0,1913.254,12997.533333333333,0.0992001020960913,0.0,0
ABT,2014Q1,0.0767613038906414,0.0788643533123028,0.24,0.24,0,2.763333333333333,0.0466666666666666,0.0473204538417356,2.7160128794915974,0.0434558542394378,0.0,31.77574920654297,Health Care,Health Care Equipment,1957-03-04,0.722,31.46178258260091,0.0069926107785661,,,,,,,,,,,,0.012973652675233,0.010313115824321928,0
ABT,2014Q1,0.0767613038906414,0.0788643533123028,0.24,0.24,0,2.763333333333333,0.0466666666666666,0.0473204538417356,2.7160128794915974,0.0434558542394378,0.0,31.77574920654297,Health Care,Health Care Equipment,1957-03-04,0.722,31.46178258260091,0.0069926107785661,6.666666666666667,-1.4,235.621,0.0733333333333333,80.93333333333334,2339.393,62.96666666666667,100.82683333333334,934.0,1848.159,13149.133333333331,0.012973652675233,0.0,0
ABT,2014Q2,0.1338738382440182,0.0921494957484674,0.31,0.31,0,2.6233333333333335,0.0333333333333333,0.0337992011550458,2.589534132178288,0.0402888446082777,0.0,33.94826126098633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0469412693489832,0.06837012843731838,1
ABT,2014Q2,0.1338738382440182,0.0921494957484674,0.31,0.31,0,2.6233333333333335,0.0333333333333333,0.0337992011550458,2.589534132178288,0.0402888446082777,0.0,33.94826126098633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0469412693489832,0.0,0
ABT,2014Q3,0.1433353022248474,0.1059263634573735,0.35,0.36,0,2.4966666666666666,0.0266666666666666,0.0270389166205222,2.4696277500461448,0.0131242172778039,0.0,34.70612335205078,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.006152369218874,0.022324032598847632,1
ABT,2014Q3,0.1433353022248474,0.1059263634573735,0.35,0.36,0,2.4966666666666666,0.0266666666666666,0.0270389166205222,2.4696277500461448,0.0131242172778039,0.0,34.70612335205078,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.006152369218874,0.0,0
ABT,2014Q4,0.1547796863330844,0.1689693801344286,0.59,0.6,0,2.28,0.0233333333333333,0.0236588598022254,2.2563411401977747,0.0130028008680009,0.0,37.76799011230469,Health Care,Health Care Equipment,1957-03-04,0.722,36.13176763625372,0.0060888247210816,5.7,2.0,236.88833333333332,0.0999999999999999,89.76666666666667,2479.937,62.86666666666667,103.39133333333332,1049.3333333333333,1977.683,13631.4,0.0439133502506654,0.08822266691082281,1
ABT,2015Q1,0.1245660608535838,0.4680416581580559,1.51,1.52,0,1.9666666666666668,0.0266666666666666,0.0270389166205222,1.9396277500461443,0.0122191714069844,0.0,39.07271194458008,Health Care,Health Care Equipment,1957-03-04,0.722,38.30739606221517,0.006265108691027,5.533333333333334,3.6,235.355,0.11,95.5,2481.11,62.73333333333333,102.2386,977.0,1877.034,13819.0,0.0043664047116331,0.03454570466672302,1
ABT,2015Q2,0.1410058027079303,0.1516441005802707,0.52,0.52,0,2.1666666666666665,0.02,0.0202788029839286,2.146387863682738,0.0149779020276795,0.0,41.60371780395508,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,-0.0023114311711688,0.06477681567035654,1
ABT,2015Q3,0.1384466019417475,0.1126213592233009,0.39,0.39,0,2.22,0.04,0.0405608530026294,2.17943914699737,0.0180760790969661,0.0,34.25802230834961,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,-0.0693516442046795,-0.17656343911906702,0
ABT,2015Q4,0.1570932922127987,0.1478411719352351,0.51,0.51,0,2.19,0.1233333333333333,0.1251041621254147,2.064895837874585,0.0249782061779032,0.0,38.47491455078125,Health Care,Health Care Equipment,1957-03-04,0.722,37.40411189245799,0.0064164068562844,5.033333333333333,0.7,237.837,0.16,91.3,2502.473,62.56666666666666,99.51333333333334,1125.3333333333333,1746.728,14016.833333333334,0.064535403206559,0.12309210976851603,1
ABT,2016Q1,0.1072671443193449,0.0646878198567042,0.21,0.21,0,1.92,0.2866666666666667,0.2908599975843093,1.6291400024156906,0.0392464201740304,0.0,36.06239318847656,Health Care,Health Care Equipment,1957-03-04,0.722,33.751638889312744,0.007703329632456,4.8999999999999995,2.3,237.68933333333337,0.36,91.56666666666666,2504.57,62.833333333333336,98.84193333333332,1142.6666666666667,1805.898,14130.6,0.0077301923153643,-0.06270374841562054,0
ABT,2016Q2,0.1530095630976936,0.1153197074817176,0.42,0.42,0,1.7533333333333332,0.2566666666666666,0.2604013413083698,1.4929319920249633,0.0300156231142725,0.0,34.09689712524414,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0189927453819298,-0.0545026519166365,0
ABT,2016Q3,0.1691814409656733,-0.0620520558279894,-0.22,-0.22,0,1.5633333333333332,0.2966666666666666,0.3010128258228983,1.2623205075104351,0.0280388713760456,0.0,36.90766143798828,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0330702898511108,0.08243460695029481,1
ABT,2016Q4,0.147946746671667,0.1496343521470091,0.54,0.54,0,2.1300000000000003,0.43,0.4364610134683084,1.693538986531692,0.0329370417543188,0.0,33.73455047607422,Health Care,Health Care Equipment,1957-03-04,0.722,34.44445001511347,0.0075483858759805,4.766666666666667,2.2,242.13466666666667,0.45,93.06666666666666,2584.602,62.73333333333333,98.70286666666668,1235.0,1926.839,14274.233333333332,0.0325420994424874,-0.085974316396217,0
ABT,2017Q1,-0.0382004735595895,0.0661404893449092,0.24,0.24,0,2.443333333333334,0.59,0.5991169277443934,1.84421640558894,0.0596547429112315,0.0,39.256160736083984,Health Care,Health Care Equipment,1957-03-04,0.722,37.787333816778464,0.0070129319333541,4.566666666666666,2.0,243.83866666666663,0.7000000000000001,97.23333333333332,2610.431,62.86666666666667,98.76686666666666,1217.0,2045.666,14422.266666666668,0.0553368894712553,0.16367819289383734,1
ABT,2017Q2,0.0581588066897694,0.0426397468735874,0.16,0.16,0,2.263333333333333,0.89,0.9044096837398752,1.3589236495934582,0.0699929602581274,0.0,43.231571197509766,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0256864724380305,0.1012684477260053,1
ABT,2017Q2,0.0581588066897694,0.0426397468735874,0.16,0.16,0,2.263333333333333,0.89,0.9044096837398752,1.3589236495934582,0.0699929602581274,0.0,43.231571197509766,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0256864724380305,0.0,0
ABT,2017Q3,0.1126079953141016,0.088299897495973,0.34,0.35,0,2.2433333333333336,1.0366666666666668,1.0538279350016149,1.1895053983317183,0.091517083262539,0.0,47.7186393737793,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0395930522661696,0.10379146655969773,1
ABT,2017Q3,0.1126079953141016,0.088299897495973,0.34,0.35,0,2.2433333333333336,1.0366666666666668,1.0538279350016149,1.1895053983317183,0.091517083262539,0.0,47.7186393737793,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0395930522661696,0.0,0
ABT,2017Q4,0.0857820529714059,-0.1091052839636315,-0.47,-0.48,0,2.3699999999999997,1.2066666666666668,1.2271966629317468,1.142803337068253,0.0559718039099504,0.0,51.28604888916016,Health Care,Health Care Equipment,1957-03-04,0.722,49.2642939128573,0.0053791494600278,,,,,,,,,,,,0.0612258642762459,0.07475924632798958,1
ABT,2017Q4,0.0857820529714059,-0.1091052839636315,-0.47,-0.48,0,2.3699999999999997,1.2066666666666668,1.2271966629317468,1.142803337068253,0.0559718039099504,0.0,51.28604888916016,Health Care,Health Care Equipment,1957-03-04,0.722,49.2642939128573,0.0053791494600278,4.166666666666667,4.6,247.23833333333337,1.2033333333333334,98.36666666666667,2728.927,62.70000000000001,101.2419,1235.6666666666667,1864.83,14772.533333333333,0.0612258642762459,0.0,0
ABT,2018Q1,0.0822733423545331,0.0565629228687415,0.24,0.24,0,2.76,1.5599999999999998,1.5879648774033697,1.1720351225966306,0.0447206712181897,0.0,54.10470581054688,Health Care,Health Care Equipment,1957-03-04,0.722,53.8237509805648,0.0052021643772301,,,,,,,,,,,,-0.012245611334087,0.05495952568852447,1
ABT,2018Q1,0.0822733423545331,0.0565629228687415,0.24,0.24,0,2.76,1.5599999999999998,1.5879648774033697,1.1720351225966306,0.0447206712181897,0.0,54.10470581054688,Health Care,Health Care Equipment,1957-03-04,0.722,53.8237509805648,0.0052021643772301,4.033333333333333,3.3,249.3216666666667,1.4466666666666663,98.93333333333334,2805.277,62.86666666666667,101.8038,1298.0,1986.985,14927.5,-0.012245611334087,0.0,1
ABT,2018Q2,0.1135573580533024,0.0943736320329599,0.41,0.42,0,2.92,1.84,1.874282016736733,1.0457179832632677,0.0823719358790241,0.0,55.33595657348633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0293463883345148,0.022756814670627623,0
ABT,2018Q2,0.1135573580533024,0.0943736320329599,0.41,0.42,0,2.92,1.84,1.874282016736733,1.0457179832632677,0.0823719358790241,0.0,55.33595657348633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0293463883345148,0.0,0
ABT,2018Q3,0.1299634273772204,0.0735370950888192,0.32,0.32,0,2.926666666666667,2.0399999999999996,2.0790669916090705,0.8475996750575963,0.0992245368154083,0.0,66.85841369628906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.071958510007325,0.2082273052874919,1
ABT,2018Q3,0.1299634273772204,0.0735370950888192,0.32,0.32,0,2.926666666666667,2.0399999999999996,2.0790669916090705,0.8475996750575963,0.0992245368154083,0.0,66.85841369628906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.071958510007325,0.0,0
ABT,2018Q4,0.1500321957501609,0.0842240824211204,0.37,0.37,0,3.033333333333333,2.316666666666667,2.36268497334491,0.6706483599884235,0.104824801631522,0.0,66.19071960449219,Health Care,Health Care Equipment,1957-03-04,0.722,63.58983562838647,0.0044032194333115,,,,,,,,,,,,-0.1397160878047653,-0.00998668761167354,1
ABT,2018Q4,0.1500321957501609,0.0842240824211204,0.37,0.37,0,3.033333333333333,2.316666666666667,2.36268497334491,0.6706483599884235,0.104824801631522,0.0,66.19071960449219,Health Care,Health Care Equipment,1957-03-04,0.722,63.58983562838647,0.0044032194333115,3.8333333333333335,0.6,252.711,2.22,98.13333333333333,2880.391,62.93333333333334,103.9958,1165.6666666666667,2015.959,15365.266666666668,-0.1397160878047653,0.0,1
ABT,2019Q1,0.0980756469807564,0.089183808891838,0.38,0.38,0,2.6533333333333333,2.3866666666666667,2.4345024816402505,0.2188308516930828,0.1013110577683017,0.0,73.49400329589844,Health Care,Health Care Equipment,1957-03-04,0.722,67.66900603497615,0.0047289005521168,,,,,,,,,,,,0.1306619031563709,0.11033697374866724,0
ABT,2019Q1,0.0980756469807564,0.089183808891838,0.38,0.38,0,2.6533333333333333,2.3866666666666667,2.4345024816402505,0.2188308516930828,0.1013110577683017,0.0,73.49400329589844,Health Care,Health Care Equipment,1957-03-04,0.722,67.66900603497615,0.0047289005521168,3.8666666666666663,2.5,253.38566666666665,2.4033333333333333,94.46666666666664,2899.84,63.06666666666666,103.007,1179.3333333333333,2045.14,15554.4,0.1306619031563709,0.0,0
ABT,2019Q2,0.1511467602456448,0.1260809625266324,0.56,0.57,0,2.3333333333333335,2.3000000000000003,2.3456038203631415,-0.0122704870298083,0.1161167077444967,0.0,77.63499450683594,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0378775441436824,0.05634461350901265,1
ABT,2019Q2,0.1511467602456448,0.1260809625266324,0.56,0.57,0,2.3333333333333335,2.3000000000000003,2.3456038203631415,-0.0122704870298083,0.1161167077444967,0.0,77.63499450683594,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0378775441436824,0.0,0
ABT,2019Q3,0.1483407627538385,0.1188707280832095,0.54,0.54,0,1.7966666666666666,1.98,2.017618374221978,-0.220951707555311,0.1423976725774478,0.0,77.52729797363281,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0118908341783927,-0.0013872163434447415,0
ABT,2019Q3,0.1483407627538385,0.1188707280832095,0.54,0.54,0,1.7966666666666666,1.98,2.017618374221978,-0.220951707555311,0.1423976725774478,0.0,77.52729797363281,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0118908341783927,0.0,0
ABT,2019Q4,0.1670675968246331,0.1261727207120519,0.59,0.59,0,1.7933333333333332,1.5766666666666669,1.6049683037682716,0.1883650295650617,0.1707795622447753,0.0,80.8057632446289,Health Care,Health Care Equipment,1957-03-04,0.722,77.03966994512649,0.0041537041919822,,,,,,,,,,,,0.0853416959142938,0.042287882548300626,0
ABT,2019Q4,0.1670675968246331,0.1261727207120519,0.59,0.59,0,1.7933333333333332,1.5766666666666669,1.6049683037682716,0.1883650295650617,0.1707795622447753,0.0,80.8057632446289,Health Care,Health Care Equipment,1957-03-04,0.722,77.03966994512649,0.0041537041919822,3.6,2.8,257.888,1.643333333333333,97.2,2970.305,63.29999999999999,101.8931,1408.6666666666667,2120.925,15722.933333333334,0.0853416959142938,0.0,0
ABT,2020Q1,0.0981102769867978,0.0730002588661661,0.32,0.32,0,1.3766666666666667,1.11,1.1294513189555813,0.2472153477110854,0.2510676754620806,0.3333333333333333,73.72164916992188,Health Care,Health Care Equipment,1957-03-04,0.722,77.18401705632445,0.0046641780737752,3.8333333333333335,-5.5,258.7673333333333,1.26,96.63333333333333,2913.863,63.06666666666666,100.205,1455.6666666666667,2023.162,15826.333333333334,-0.200010503824639,-0.08766842599160651,1
ABT,2020Q2,0.0917030567685589,0.0732805676855895,0.3,0.3,0,0.6866666666666666,0.1433333333333333,0.1453771453325389,0.5412895213341277,0.2999726834223156,0.3333333333333333,85.7781982421875,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.1995287196944859,0.16354149979033084,0
ABT,2020Q3,0.1688693098384728,0.1391618660341127,0.69,0.69,0,0.65,0.1133333333333333,0.1149407347038182,0.5350592652961818,0.347369349768518,0.0,102.49897003173828,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0847372205914454,0.1949303218323739,1
ABT,2020Q4,0.2272684795813475,0.2020371927857209,1.21,1.22,0,0.8633333333333333,0.0933333333333333,0.0946520174748741,0.7686813158584592,0.2575657815096068,0.0,103.46427154541016,Health Care,Health Care Equipment,1957-03-04,0.722,101.60939461844308,0.0035429794789335,6.733333333333333,4.4,261.04966666666667,0.09,79.8,2871.648,61.56666666666666,97.22746666666669,1577.0,2398.03,16431.56666666667,0.1168807815519996,0.009417670376326459,0
ABT,2021Q1,0.2017023718439173,0.1714804896710023,1.0,1.01,0,1.3166666666666669,0.0499999999999999,0.0507020489747266,1.26596461769194,0.2479988775271938,0.0,113.7009048461914,Health Care,Health Care Equipment,1957-03-04,0.722,111.1885321299235,0.0040471799688314,6.233333333333333,5.6,263.6703333333333,0.08,80.23333333333333,2937.872,61.4,97.50453333333331,1571.3333333333333,2716.546,18408.733333333337,0.0577251809132131,0.09893882349800753,1
ABT,2021Q2,0.1361635527731585,0.1163063679937396,0.66,0.67,0,1.5933333333333335,0.0266666666666666,0.0270390875184522,1.5662942458148812,0.1905522243248806,0.0,110.39503479003906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0817062934536114,-0.02907514289903279,0
ABT,2021Q3,0.2329795021961932,0.1921669106881405,1.17,1.18,0,1.3233333333333337,0.0466666666666666,0.0473204538417356,1.2760128794915977,0.1916617227758073,0.0,112.9182586669922,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,,0.0023362510907505,0.022856316697142054,1
ABT,2021Q4,0.2073596093477502,0.1734391349843041,1.11,1.12,0,1.5366666666666668,0.0533333333333333,0.0540814220198258,1.4825852446468408,0.1540782765309223,0.0,135.05018615722656,Health Care,Health Care Equipment,1957-03-04,0.722,121.31918225969586,0.0037092238145549,4.166666666666667,7.4,278.6803333333333,0.08,69.89999999999999,3013.341,61.9,100.93913333333334,1682.6666666666667,2886.711,16590.600000000002,0.1064737953819621,0.1959995464994173,1
