CRSP Ticker,Fiscal Quarter,Operating Income,GICS Sub-Industry,Consumer Sentiment Index,GDP Growth Rate,Adjusted Close,SP500_Return,Outperformed,CEO Dismissal
ABT,2012Q1,0.2350492051476154,Health Care Equipment,75.5,3.4,23.188617706298828,0.1199666014997293,0,0
ABT,2012Q2,0.3246753246753247,Health Care Equipment,76.8,2.433333333333333,24.60037040710449,-0.0328796051649713,1,0
ABT,2012Q3,0.3690408357075024,Health Care Equipment,78.1,1.4666666666666666,26.365779876708984,0.0576364067331522,1,0
ABT,2012Q4,0.3303011292346298,Health Care Equipment,79.39999999999999,0.5,25.37289810180664,-0.0100509499728392,0,0
ABT,2013Q1,0.1124406849597689,Health Care Equipment,,,28.634477615356445,0.1002671494506539,1,0
ABT,2013Q1,0.1124406849597689,Health Care Equipment,76.66666666666667,4.0,28.634477615356445,0.1002671494506539,0,0
ABT,2013Q2,0.0964930062842084,Health Care Equipment,76.71111111111111,3.9166666666666665,28.384876251220703,0.0236364552893999,0,0
ABT,2013Q2,0.0964930062842084,Health Care Equipment,76.75555555555556,3.8333333333333335,28.384876251220703,0.0236364552893999,0,0
ABT,2013Q3,0.2010405827263267,Health Care Equipment,76.80000000000001,3.75,27.11885643005371,0.0468598364907757,0,0
ABT,2013Q3,0.2010405827263267,Health Care Equipment,76.84444444444445,3.6666666666666665,27.11885643005371,0.0468598364907757,0,0
ABT,2013Q4,0.1161277602523659,Health Care Equipment,76.88888888888889,3.5833333333333335,31.451387405395508,0.0992001020960913,1,0
ABT,2013Q4,0.1161277602523659,Health Care Equipment,76.93333333333334,3.5,31.451387405395508,0.0992001020960913,0,0
ABT,2014Q1,0.0788643533123028,Health Care Equipment,,,31.77574920654297,0.012973652675233,0,0
ABT,2014Q1,0.0788643533123028,Health Care Equipment,80.93333333333334,-1.4,31.77574920654297,0.012973652675233,0,0
ABT,2014Q2,0.0921494957484674,Health Care Equipment,82.7,-0.72,33.94826126098633,0.0469412693489832,1,0
ABT,2014Q2,0.0921494957484674,Health Care Equipment,84.46666666666667,-0.040000000000000036,33.94826126098633,0.0469412693489832,0,0
ABT,2014Q3,0.1059263634573735,Health Care Equipment,86.23333333333333,0.6399999999999999,34.70612335205078,0.006152369218874,1,0
ABT,2014Q3,0.1059263634573735,Health Care Equipment,88.0,1.3199999999999998,34.70612335205078,0.006152369218874,0,0
ABT,2014Q4,0.1689693801344286,Health Care Equipment,89.76666666666667,2.0,37.76799011230469,0.0439133502506654,1,0
ABT,2015Q1,0.4680416581580559,Health Care Equipment,95.5,3.6,39.07271194458008,0.0043664047116331,1,0
ABT,2015Q2,0.1516441005802707,Health Care Equipment,94.1,2.6333333333333333,41.60371780395508,-0.0023114311711688,1,0
ABT,2015Q3,0.1126213592233009,Health Care Equipment,92.7,1.6666666666666665,34.25802230834961,-0.0693516442046795,0,0
ABT,2015Q4,0.1478411719352351,Health Care Equipment,91.3,0.7,38.47491455078125,0.064535403206559,1,0
ABT,2016Q1,0.0646878198567042,Health Care Equipment,91.56666666666666,2.3,36.06239318847656,0.0077301923153643,0,0
ABT,2016Q2,0.1153197074817176,Health Care Equipment,92.06666666666666,2.2666666666666666,34.09689712524414,0.0189927453819298,0,0
ABT,2016Q3,-0.0620520558279894,Health Care Equipment,92.56666666666666,2.2333333333333334,36.90766143798828,0.0330702898511108,1,0
ABT,2016Q4,0.1496343521470091,Health Care Equipment,93.06666666666666,2.2,33.73455047607422,0.0325420994424874,0,0
ABT,2017Q1,0.0661404893449092,Health Care Equipment,97.23333333333332,2.0,39.256160736083984,0.0553368894712553,1,0
ABT,2017Q2,0.0426397468735874,Health Care Equipment,97.42222222222222,2.433333333333333,43.231571197509766,0.0256864724380305,1,0
ABT,2017Q2,0.0426397468735874,Health Care Equipment,97.6111111111111,2.8666666666666667,43.231571197509766,0.0256864724380305,0,0
ABT,2017Q3,0.088299897495973,Health Care Equipment,97.8,3.3,47.7186393737793,0.0395930522661696,1,0
ABT,2017Q3,0.088299897495973,Health Care Equipment,97.9888888888889,3.7333333333333334,47.7186393737793,0.0395930522661696,0,0
ABT,2017Q4,-0.1091052839636315,Health Care Equipment,98.17777777777778,4.166666666666666,51.28604888916016,0.0612258642762459,1,0
ABT,2017Q4,-0.1091052839636315,Health Care Equipment,98.36666666666667,4.6,51.28604888916016,0.0612258642762459,0,0
ABT,2018Q1,0.0565629228687415,Health Care Equipment,,,54.10470581054688,-0.012245611334087,1,0
ABT,2018Q1,0.0565629228687415,Health Care Equipment,98.93333333333334,3.3,54.10470581054688,-0.012245611334087,1,0
ABT,2018Q2,0.0943736320329599,Health Care Equipment,98.8,2.8499999999999996,55.33595657348633,0.0293463883345148,0,0
ABT,2018Q2,0.0943736320329599,Health Care Equipment,98.66666666666667,2.4,55.33595657348633,0.0293463883345148,0,0
ABT,2018Q3,0.0735370950888192,Health Care Equipment,98.53333333333333,1.95,66.85841369628906,0.071958510007325,1,0
ABT,2018Q3,0.0735370950888192,Health Care Equipment,98.39999999999999,1.5,66.85841369628906,0.071958510007325,0,0
ABT,2018Q4,0.0842240824211204,Health Care Equipment,98.26666666666667,1.05,66.19071960449219,-0.1397160878047653,1,0
ABT,2018Q4,0.0842240824211204,Health Care Equipment,98.13333333333333,0.6,66.19071960449219,-0.1397160878047653,1,0
ABT,2019Q1,0.089183808891838,Health Care Equipment,,,73.49400329589844,0.1306619031563709,0,0
ABT,2019Q1,0.089183808891838,Health Care Equipment,94.46666666666664,2.5,73.49400329589844,0.1306619031563709,0,0
ABT,2019Q2,0.1260809625266324,Health Care Equipment,94.9222222222222,2.55,77.63499450683594,0.0378775441436824,1,0
ABT,2019Q2,0.1260809625266324,Health Care Equipment,95.37777777777777,2.6,77.63499450683594,0.0378775441436824,0,0
ABT,2019Q3,0.1188707280832095,Health Care Equipment,95.83333333333331,2.65,77.52729797363281,0.0118908341783927,0,0
ABT,2019Q3,0.1188707280832095,Health Care Equipment,96.28888888888888,2.6999999999999997,77.52729797363281,0.0118908341783927,0,0
ABT,2019Q4,0.1261727207120519,Health Care Equipment,96.74444444444444,2.75,80.8057632446289,0.0853416959142938,0,0
ABT,2019Q4,0.1261727207120519,Health Care Equipment,97.2,2.8,80.8057632446289,0.0853416959142938,0,0
ABT,2020Q1,0.0730002588661661,Health Care Equipment,96.63333333333333,-5.5,73.72164916992188,-0.200010503824639,1,0
ABT,2020Q2,0.0732805676855895,Health Care Equipment,91.02222222222221,-2.1999999999999997,85.7781982421875,0.1995287196944859,0,0
ABT,2020Q3,0.1391618660341127,Health Care Equipment,85.41111111111111,1.1000000000000005,102.49897003173828,0.0847372205914454,1,0
ABT,2020Q4,0.2020371927857209,Health Care Equipment,79.8,4.4,103.46427154541016,0.1168807815519996,0,0
ABT,2021Q1,0.1714804896710023,Health Care Equipment,80.23333333333333,5.6,113.7009048461914,0.0577251809132131,1,0
ABT,2021Q2,0.1163063679937396,Health Care Equipment,76.78888888888889,6.2,110.39503479003906,0.0817062934536114,0,0
ABT,2021Q3,0.1921669106881405,Health Care Equipment,73.34444444444443,6.8,112.9182586669922,0.0023362510907505,1,0
ABT,2021Q4,0.1734391349843041,Health Care Equipment,69.89999999999999,7.4,135.05018615722656,0.1064737953819621,1,0
ABT,2022Q1,0.2057166876839008,Health Care Equipment,63.13333333333333,-1.0,113.97555541992188,-0.0494672905420752,0,0
ABT,2022Q2,0.1792662343430754,Health Care Equipment,62.266666666666666,-0.11999999999999988,105.0422592163086,-0.1644509542716968,1,0
ABT,2022Q3,0.1378482228626321,Health Care Equipment,61.4,0.7600000000000002,93.9628677368164,-0.0527713919894825,0,0
ABT,2022Q3,0.1378482228626321,Health Care Equipment,60.53333333333333,1.6400000000000003,93.9628677368164,-0.0527713919894825,1,0
ABT,2022Q4,0.1023684471311069,Health Care Equipment,59.666666666666664,2.5200000000000005,107.11925506591795,0.0708050140603402,1,0
ABT,2022Q4,0.1023684471311069,Health Care Equipment,58.8,3.4,107.11925506591795,0.0708050140603402,0,0
ABT,2023Q1,0.1352210936698471,Health Care Equipment,,,99.24407196044922,0.0702721861163562,0,0
ABT,2023Q1,0.1352210936698471,Health Care Equipment,64.60000000000001,2.8,99.24407196044922,0.0702721861163562,0,0
ABT,2023Q2,0.1378031669673281,Health Care Equipment,,,107.38357543945312,0.0829992916950803,0,0
ABT,2023Q2,0.1378031669673281,Health Care Equipment,,,107.38357543945312,0.0829992916950803,0,0
ABT,2023Q3,0.1415754707680173,Health Care Equipment,,,95.85375213623048,-0.0364755554355985,0,0
ABT,2023Q3,0.1415754707680173,Health Care Equipment,,,95.85375213623048,-0.0364755554355985,1,0
ADM,2008Q3,0.0493856332703213,Agricultural Products & Services,,,14.939730644226074,-0.0887812614440918,0,0
ADM,2008Q4,0.0346668266058897,Agricultural Products & Services,57.666666666666664,-8.5,19.758474349975582,-0.2255821432970853,1,0
ADM,2009Q1,0.0002021290931141,Agricultural Products & Services,58.26666666666667,-4.5,19.13265037536621,-0.116667594666828,1,0
ADM,2009Q2,0.0035083474473747,Agricultural Products & Services,62.23333333333334,-1.5333333333333332,18.54117012023925,0.1522177960698889,0,0
ADM,2009Q3,0.0332417398297701,Agricultural Products & Services,66.2,1.4333333333333336,20.34334945678711,0.1498498320856021,0,0
ADM,2009Q4,0.0491881983240223,Agricultural Products & Services,70.16666666666667,4.4,21.894428253173828,0.0548870680963402,1,0
ADM,2010Q1,0.0277979531198415,Agricultural Products & Services,73.86666666666666,1.9,20.311504364013672,0.0487221588328452,0,0
ADM,2010Q2,0.0284022161370438,Agricultural Products & Services,73.0,1.9666666666666666,18.24756050109864,-0.1186219666009427,1,0
ADM,2010Q3,0.0205369367224239,Agricultural Products & Services,72.13333333333333,2.033333333333333,22.671777725219727,0.1071979455150282,1,0
ADM,2010Q4,0.0511578197363733,Agricultural Products & Services,71.26666666666667,2.1,21.47156524658203,0.1020330077625684,0,0
ADM,2011Q1,0.0287891617273497,Agricultural Products & Services,73.06666666666666,-0.9,25.81719398498535,0.0542205564485891,1,0
ADM,2011Q2,0.0166593790992566,Agricultural Products & Services,70.3111111111111,0.9333333333333332,21.7244815826416,-0.0039144849477483,0,0
ADM,2011Q3,0.0210026481599853,Agricultural Products & Services,67.55555555555556,2.7666666666666666,17.978445053100586,-0.1432789924614669,0,0
ADM,2011Q4,0.0389840146584949,Agricultural Products & Services,64.8,4.6,20.847354888916016,0.1115235073975089,1,0
ADM,2012Q1,0.0188607894114866,Agricultural Products & Services,75.5,3.4,23.20919609069824,0.1199666014997293,0,0
ADM,2012Q2,0.0125248070562293,Agricultural Products & Services,76.8,2.433333333333333,21.75560760498047,-0.0328796051649713,0,0
ADM,2012Q3,0.0083455612619222,Agricultural Products & Services,78.1,1.4666666666666666,20.16718101501465,0.0576364067331522,0,0
ADM,2012Q4,0.0204646683519922,Agricultural Products & Services,79.39999999999999,0.5,20.46478080749512,-0.0100509499728392,1,0
ADM,2013Q1,0.0123809085469692,Agricultural Products & Services,,,25.355213165283203,0.1002671494506539,1,0
ADM,2013Q1,0.0123809085469692,Agricultural Products & Services,76.66666666666667,4.0,25.355213165283203,0.1002671494506539,0,0
ADM,2013Q2,0.0098930837141209,Agricultural Products & Services,76.71111111111111,3.9166666666666665,25.63381576538086,0.0236364552893999,0,0
ADM,2013Q2,0.0098930837141209,Agricultural Products & Services,76.75555555555556,3.8333333333333335,25.63381576538086,0.0236364552893999,0,0
ADM,2013Q3,0.0222502687795073,Agricultural Products & Services,76.80000000000001,3.75,27.994117736816406,0.0468598364907757,1,0
ADM,2013Q3,0.0222502687795073,Agricultural Products & Services,76.84444444444445,3.6666666666666665,27.994117736816406,0.0468598364907757,0,0
ADM,2013Q4,0.0154910325974402,Agricultural Products & Services,76.88888888888889,3.5833333333333335,33.1319694519043,0.0992001020960913,1,0
ADM,2013Q4,0.0154910325974402,Agricultural Products & Services,76.93333333333334,3.5,33.1319694519043,0.0992001020960913,0,0
ADM,2014Q1,0.0129010436799381,Agricultural Products & Services,,,33.320430755615234,0.012973652675233,0,0
ADM,2014Q1,0.0129010436799381,Agricultural Products & Services,80.93333333333334,-1.4,33.320430755615234,0.012973652675233,0,0
ADM,2014Q2,0.0247976179398902,Agricultural Products & Services,82.7,-0.72,34.056304931640625,0.0469412693489832,0,0
ADM,2014Q2,0.0247976179398902,Agricultural Products & Services,84.46666666666667,-0.040000000000000036,34.056304931640625,0.0469412693489832,0,0
ADM,2014Q3,0.0412319920516641,Agricultural Products & Services,86.23333333333333,0.6399999999999999,39.64422607421875,0.006152369218874,1,0
ADM,2014Q3,0.0412319920516641,Agricultural Products & Services,88.0,1.3199999999999998,39.64422607421875,0.006152369218874,0,0
ADM,2014Q4,0.033550301521968,Agricultural Products & Services,89.76666666666667,2.0,40.529563903808594,0.0439133502506654,0,0
ADM,2015Q1,0.0281617731063635,Agricultural Products & Services,95.5,3.6,37.166046142578125,0.0043664047116331,0,0
ADM,2015Q2,0.0224601419760269,Agricultural Products & Services,94.1,2.6333333333333333,38.00930404663086,-0.0023114311711688,1,0
ADM,2015Q3,0.0152127980682161,Agricultural Products & Services,92.7,1.6666666666666665,32.867855072021484,-0.0693516442046795,0,0
ADM,2015Q4,0.043660687138948,Agricultural Products & Services,91.3,0.7,29.3027572631836,0.064535403206559,0,0
ADM,2016Q1,0.0159899888765294,Agricultural Products & Services,91.56666666666666,2.3,29.27183723449707,0.0077301923153643,0,0
ADM,2016Q2,0.0181713481348774,Agricultural Products & Services,92.06666666666666,2.2666666666666666,34.85427474975586,0.0189927453819298,1,0
ADM,2016Q3,0.0215386558868115,Agricultural Products & Services,92.56666666666666,2.2333333333333334,34.50404739379883,0.0330702898511108,0,0
ADM,2016Q4,0.0256954123992485,Agricultural Products & Services,93.06666666666666,2.2,37.62189483642578,0.0325420994424874,1,0
ADM,2017Q1,0.0226180944755804,Agricultural Products & Services,97.23333333333332,2.0,38.21833419799805,0.0553368894712553,0,0
ADM,2017Q2,0.018470186709496,Agricultural Products & Services,97.42222222222222,2.433333333333333,34.61285400390625,0.0256864724380305,0,0
ADM,2017Q2,0.018470186709496,Agricultural Products & Services,97.6111111111111,2.8666666666666667,34.61285400390625,0.0256864724380305,0,0
ADM,2017Q3,0.0129493491603156,Agricultural Products & Services,97.8,3.3,35.831382751464844,0.0395930522661696,0,0
ADM,2017Q3,0.0129493491603156,Agricultural Products & Services,97.9888888888889,3.7333333333333334,35.831382751464844,0.0395930522661696,0,0
ADM,2017Q4,0.0490354698195395,Agricultural Products & Services,98.17777777777778,4.166666666666666,34.05705261230469,0.0612258642762459,0,0
ADM,2017Q4,0.0490354698195395,Agricultural Products & Services,98.36666666666667,4.6,34.05705261230469,0.0612258642762459,0,0
ADM,2018Q1,0.0253123792348318,Agricultural Products & Services,,,37.14065933227539,-0.012245611334087,1,0
ADM,2018Q1,0.0253123792348318,Agricultural Products & Services,98.93333333333334,3.3,37.14065933227539,-0.012245611334087,1,0
ADM,2018Q2,0.0331614717600187,Agricultural Products & Services,98.8,2.8499999999999996,39.54562759399414,0.0293463883345148,1,0
ADM,2018Q2,0.0331614717600187,Agricultural Products & Services,98.66666666666667,2.4,39.54562759399414,0.0293463883345148,0,0
ADM,2018Q3,0.0339240506329113,Agricultural Products & Services,98.53333333333333,1.95,43.66972732543945,0.071958510007325,1,0
ADM,2018Q3,0.0339240506329113,Agricultural Products & Services,98.39999999999999,1.5,43.66972732543945,0.071958510007325,0,0
ADM,2018Q4,0.0197529315858782,Agricultural Products & Services,98.26666666666667,1.05,35.85384750366211,-0.1397160878047653,0,0
ADM,2018Q4,0.0197529315858782,Agricultural Products & Services,98.13333333333333,0.6,35.85384750366211,-0.1397160878047653,1,0
ADM,2019Q1,0.0152247778358599,Agricultural Products & Services,,,38.05946731567383,0.1306619031563709,0,0
ADM,2019Q1,0.0152247778358599,Agricultural Products & Services,94.46666666666664,2.5,38.05946731567383,0.1306619031563709,0,0
ADM,2019Q2,0.0144198318708964,Agricultural Products & Services,94.9222222222222,2.55,36.31577682495117,0.0378775441436824,0,0
ADM,2019Q2,0.0144198318708964,Agricultural Products & Services,95.37777777777777,2.6,36.31577682495117,0.0378775441436824,0,0
ADM,2019Q3,0.0243333731914384,Agricultural Products & Services,95.83333333333331,2.65,36.90068435668945,0.0118908341783927,1,0
ADM,2019Q3,0.0243333731914384,Agricultural Products & Services,96.28888888888888,2.6999999999999997,36.90068435668945,0.0118908341783927,0,0
ADM,2019Q4,0.0308653316185926,Agricultural Products & Services,96.74444444444444,2.75,41.98578643798828,0.0853416959142938,1,0
ADM,2019Q4,0.0308653316185926,Agricultural Products & Services,97.2,2.8,41.98578643798828,0.0853416959142938,0,0
ADM,2020Q1,0.0261189044756179,Agricultural Products & Services,96.63333333333333,-5.5,32.11823654174805,-0.200010503824639,0,0
ADM,2020Q2,0.0288065843621399,Agricultural Products & Services,91.02222222222221,-2.1999999999999997,36.7974739074707,0.1995287196944859,0,0
ADM,2020Q3,0.0148750495834986,Agricultural Products & Services,85.41111111111111,1.1000000000000005,43.22561264038086,0.0847372205914454,1,0
ADM,2020Q4,0.0382133718989876,Agricultural Products & Services,79.8,4.4,47.20917892456055,0.1168807815519996,0,0
ADM,2021Q1,0.0364685333192187,Agricultural Products & Services,80.23333333333333,5.6,53.753902435302734,0.0577251809132131,1,0
ADM,2021Q2,0.0310564424670679,Agricultural Products & Services,76.78888888888889,6.2,57.46321487426758,0.0817062934536114,0,0
ADM,2021Q3,0.0258603736479842,Agricultural Products & Services,73.34444444444443,6.8,57.24164962768555,0.0023362510907505,0,0
ADM,2021Q4,0.0338674750974447,Agricultural Products & Services,69.89999999999999,7.4,64.83026123046875,0.1064737953819621,1,0
ADM,2022Q1,0.0445665961945031,Agricultural Products & Services,63.13333333333333,-1.0,87.03446197509766,-0.0494672905420752,1,0
ADM,2022Q2,0.0453012754728045,Agricultural Products & Services,62.266666666666666,-0.11999999999999988,75.17178344726562,-0.1644509542716968,1,0
ADM,2022Q3,0.0417696390228092,Agricultural Products & Services,61.4,0.7600000000000002,78.29621887207031,-0.0527713919894825,1,0
ADM,2022Q3,0.0417696390228092,Agricultural Products & Services,60.53333333333333,1.6400000000000003,78.29621887207031,-0.0527713919894825,1,0
ADM,2022Q4,0.0392844751146921,Agricultural Products & Services,59.666666666666664,2.5200000000000005,90.749267578125,0.0708050140603402,1,0
ADM,2022Q4,0.0392844751146921,Agricultural Products & Services,58.8,3.4,90.749267578125,0.0708050140603402,0,0
ADM,2023Q1,0.0486041874376869,Agricultural Products & Services,,,78.28387451171875,0.0702721861163562,0,0
ADM,2023Q1,0.0486041874376869,Agricultural Products & Services,64.60000000000001,2.8,78.28387451171875,0.0702721861163562,0,0
ADM,2023Q2,0.0368003175863437,Agricultural Products & Services,,,74.6966323852539,0.0829992916950803,0,0
ADM,2023Q2,0.0368003175863437,Agricultural Products & Services,,,74.6966323852539,0.0829992916950803,0,0
ADM,2023Q3,0.0378428209264807,Agricultural Products & Services,,,74.95532989501953,-0.0364755554355985,1,0
ADM,2023Q3,0.0378428209264807,Agricultural Products & Services,,,74.95532989501953,-0.0364755554355985,1,0
AEP,2008Q2,0.0792442188381274,Electric Utilities,,,21.643892288208008,-0.0322824168353859,0,0
AEP,2008Q3,0.089477451682176,Electric Utilities,,,20.128646850585938,-0.0887812614440918,1,0
AEP,2008Q4,,Electric Utilities,57.666666666666664,-8.5,18.326818466186523,-0.2255821432970853,1,0
AEP,2009Q1,0.1043956043956044,Electric Utilities,58.26666666666667,-4.5,14.081995964050291,-0.116667594666828,0,0
AEP,2009Q2,0.0986883198001249,Electric Utilities,62.23333333333334,-1.5333333333333332,16.35672950744629,0.1522177960698889,1,0
AEP,2009Q3,0.125176205243868,Electric Utilities,66.2,1.4333333333333336,17.78233528137207,0.1498498320856021,0,0
AEP,2009Q4,0.0728214503351614,Electric Utilities,70.16666666666667,4.4,20.22751808166504,0.0548870680963402,1,0
AEP,2010Q1,0.0966657326982348,Electric Utilities,73.86666666666666,1.9,20.1180477142334,0.0487221588328452,0,0
AEP,2010Q2,0.0404761904761904,Electric Utilities,73.0,1.9666666666666666,19.25383186340332,-0.1186219666009427,1,0
AEP,2010Q3,0.1368110236220472,Electric Utilities,72.13333333333333,2.033333333333333,21.8485050201416,0.1071979455150282,1,0
AEP,2010Q4,0.0515433896330809,Electric Utilities,71.26666666666667,2.1,21.965763092041016,0.1020330077625684,0,0
AEP,2011Q1,0.0949061662198391,Electric Utilities,73.06666666666666,-0.9,21.73029518127441,0.0542205564485891,0,0
AEP,2011Q2,0.0975339429204765,Electric Utilities,70.3111111111111,0.9333333333333332,23.59710502624512,-0.0039144849477483,1,0
AEP,2011Q3,0.2144011077775213,Electric Utilities,67.55555555555556,2.7666666666666666,24.11614227294922,-0.1432789924614669,1,0
AEP,2011Q4,0.0903019744483159,Electric Utilities,64.8,4.6,26.51644515991211,0.1115235073975089,0,0
AEP,2012Q1,0.1073103448275862,Electric Utilities,75.5,3.4,25.059425354003903,0.1199666014997293,0,0
AEP,2012Q2,0.1019431146156012,Electric Utilities,76.8,2.433333333333333,26.23694610595703,-0.0328796051649713,1,0
AEP,2012Q3,0.1171799807507218,Electric Utilities,78.1,1.4666666666666666,29.219724655151367,0.0576364067331522,1,0
AEP,2012Q4,0.0058123443122059,Electric Utilities,79.39999999999999,0.5,28.69314193725586,-0.0100509499728392,0,0
AEP,2013Q1,0.095138525875588,Electric Utilities,,,33.03948211669922,0.1002671494506539,1,0
AEP,2013Q1,0.095138525875588,Electric Utilities,76.66666666666667,4.0,33.03948211669922,0.1002671494506539,0,0
AEP,2013Q2,0.0946398659966499,Electric Utilities,76.71111111111111,3.9166666666666665,30.71850204467773,0.0236364552893999,0,0
AEP,2013Q2,0.0946398659966499,Electric Utilities,76.75555555555556,3.8333333333333335,30.71850204467773,0.0236364552893999,0,0
AEP,2013Q3,0.1039272030651341,Electric Utilities,76.80000000000001,3.75,30.05920791625977,0.0468598364907757,0,0
AEP,2013Q3,0.1039272030651341,Electric Utilities,76.84444444444445,3.6666666666666665,30.05920791625977,0.0468598364907757,0,0
AEP,2013Q4,0.1062083913918563,Electric Utilities,76.88888888888889,3.5833333333333335,32.76158905029297,0.0992001020960913,0,0
AEP,2013Q4,0.1062083913918563,Electric Utilities,76.93333333333334,3.5,32.76158905029297,0.0992001020960913,0,0
AEP,2014Q1,0.1247359644246803,Electric Utilities,,,35.88343048095703,0.012973652675233,1,0
AEP,2014Q1,0.1247359644246803,Electric Utilities,80.93333333333334,-1.4,35.88343048095703,0.012973652675233,0,0
AEP,2014Q2,0.1002666256473363,Electric Utilities,82.7,-0.72,39.88022232055664,0.0469412693489832,1,0
AEP,2014Q2,0.1002666256473363,Electric Utilities,84.46666666666667,-0.040000000000000036,39.88022232055664,0.0469412693489832,0,0
AEP,2014Q3,0.1188061710001441,Electric Utilities,86.23333333333333,0.6399999999999999,37.705352783203125,0.006152369218874,0,0
AEP,2014Q3,0.1188061710001441,Electric Utilities,88.0,1.3199999999999998,37.705352783203125,0.006152369218874,0,0
AEP,2014Q4,0.0501427037783771,Electric Utilities,89.76666666666667,2.0,44.24368667602539,0.0439133502506654,1,0
AEP,2015Q1,0.1376953977818531,Electric Utilities,95.5,3.6,41.337432861328125,0.0043664047116331,0,0
AEP,2015Q2,0.1127080774557712,Electric Utilities,94.1,2.6333333333333333,39.29961395263672,-0.0023114311711688,0,0
AEP,2015Q3,0.1172541409035519,Electric Utilities,92.7,1.6666666666666665,42.5840950012207,-0.0693516442046795,1,0
AEP,2015Q4,0.1302182753755498,Electric Utilities,91.3,0.7,44.0770263671875,0.064535403206559,0,0
AEP,2016Q1,0.1243788474375139,Electric Utilities,91.56666666666666,2.3,50.678409576416016,0.0077301923153643,1,0
AEP,2016Q2,0.1294407767987875,Electric Utilities,92.06666666666666,2.2666666666666666,53.9585189819336,0.0189927453819298,1,0
AEP,2016Q3,-0.1642663685998022,Electric Utilities,92.56666666666666,2.2333333333333334,49.84321594238281,0.0330702898511108,0,0
AEP,2016Q4,0.0989947494789055,Electric Utilities,93.06666666666666,2.2,49.33315658569336,0.0325420994424874,0,0
AEP,2017Q1,0.1510690768565835,Electric Utilities,97.23333333333332,2.0,53.09058380126953,0.0553368894712553,1,0
AEP,2017Q2,0.1051866349783307,Electric Utilities,97.42222222222222,2.433333333333333,55.41915893554688,0.0256864724380305,1,0
AEP,2017Q2,0.1051866349783307,Electric Utilities,97.6111111111111,2.8666666666666667,55.41915893554688,0.0256864724380305,0,0
AEP,2017Q3,0.1356250152264477,Electric Utilities,97.8,3.3,56.5003547668457,0.0395930522661696,0,0
AEP,2017Q3,0.1356250152264477,Electric Utilities,97.9888888888889,3.7333333333333334,56.5003547668457,0.0395930522661696,0,0
AEP,2017Q4,0.1054482469032122,Electric Utilities,98.17777777777778,4.166666666666666,59.6688346862793,0.0612258642762459,0,0
AEP,2017Q4,0.1054482469032122,Electric Utilities,98.36666666666667,4.6,59.6688346862793,0.0612258642762459,0,0
AEP,2018Q1,0.1128127856137144,Electric Utilities,,,56.1701774597168,-0.012245611334087,0,0
AEP,2018Q1,0.1128127856137144,Electric Utilities,98.93333333333334,3.3,56.1701774597168,-0.012245611334087,1,0
AEP,2018Q2,0.1320891059503638,Electric Utilities,98.8,2.8499999999999996,57.23836135864258,0.0293463883345148,0,0
AEP,2018Q2,0.1320891059503638,Electric Utilities,98.66666666666667,2.4,57.23836135864258,0.0293463883345148,0,0
AEP,2018Q3,0.1337841268375989,Electric Utilities,98.53333333333333,1.95,59.10224533081055,0.071958510007325,0,0
