CRSP Ticker,Fiscal Quarter,Net Income,Operating Income,EPS Diluted,EPS Basic,CEO Dismissal,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Recession Probability,Recession,Adjusted Close,GICS Sector,GICS Sub-Industry,Date added,Beta,Average Closing Price,Dividend Yield,Unemployment Rate,GDP Growth Rate,Inflation Rate (CPI),Federal Funds Rate,Consumer Sentiment Index,Private Nonresidential Investment,Labor Force Participation Rate,Industrial Production Index,Housing Starts,Corporate Profits,Real Disposable Personal Income
ABT,2011Q2,0.1844215550679575,0.2020319665567838,1.24,1.25,0,3.2099999999999995,0.0466666666666666,0.0473206247655896,3.16267937523441,0.004442118823198,0.0,19.382137298583984,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2011Q3,0.0605985718214878,0.0308861430012122,0.19,0.19,0,2.4266666666666663,0.0233333333333333,0.0236592015851252,2.4030074650815414,0.014392493660523,0.0,19.00820541381836,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2011Q4,-0.1966272862181278,0.1559350126235858,1.03,1.04,0,2.0466666666666664,0.0133333333333333,0.0135190311172746,2.033147635549392,0.0132747275065102,0.0,21.092214584350582,Health Care,Health Care Equipment,1957-03-04,0.722,19.91050847371419,0.011566957232862577,8.633333333333333,4.6,227.04733333333334,0.07333333333333335,64.8,2046.64,64.06666666666666,95.84926666666667,671.6666666666666,1671.585,12824.366666666667
ABT,2012Q1,0.096363550340651,0.2350492051476154,0.78,0.79,0,2.036666666666666,0.0666666666666666,0.0676057514785043,1.9690609151881624,0.004167408768399,0.0,23.188617706298828,Health Care,Health Care Equipment,1957-03-04,0.722,21.288319095488518,0.010818327128928027,8.266666666666667,3.4,228.32600000000002,0.10333333333333333,75.5,2099.256,63.76666666666667,96.79553333333332,707.3333333333334,1936.487,13021.166666666666
ABT,2012Q2,0.1061904761904762,0.3246753246753247,1.09,1.1,0,1.8233333333333333,0.0866666666666666,0.0878896816985088,1.7354436516348244,0.0058805718840919,0.0,24.60037040710449,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2012Q3,0.058882621082621,0.3690408357075024,1.22,1.23,0,1.643333333333333,0.1033333333333333,0.1047959485916862,1.538537384741647,0.0232089883552789,0.0,26.365779876708984,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2012Q4,-0.0073375156838143,0.3303011292346298,0.66,0.67,0,1.7066666666666668,0.0866666666666666,0.0878900236369768,1.6187766430296897,0.0344900838541886,0.0,25.37289810180664,Health Care,Health Care Equipment,1957-03-04,0.722,25.302917105252625,0.009670742665050394,7.8,0.5,231.36933333333332,0.16,79.39999999999999,2162.912,63.699999999999996,97.87596666666667,908.0,1847.96,13366.800000000001
ABT,2013Q1,0.1268826077986383,0.1124406849597689,0.34,0.35,0,1.95,0.0866666666666666,0.0878900236369768,1.8621099763630231,0.0377864164186405,0.0,28.634477615356445,Health Care,Health Care Equipment,1957-03-04,0.722,27.175201002756754,0.005151755822736983,,,,,,,,,,,
ABT,2013Q1,0.1268826077986383,0.1124406849597689,0.34,0.35,0,1.95,0.0866666666666666,0.0878900236369768,1.8621099763630231,0.0377864164186405,0.0,28.634477615356445,Health Care,Health Care Equipment,1957-03-04,0.722,27.175201002756754,0.005151755822736983,7.733333333333333,4.0,232.29933333333335,0.14333333333333334,76.66666666666667,2196.264,63.46666666666667,98.62133333333333,953.3333333333334,1831.269,12837.166666666666
ABT,2013Q2,0.1271031826474762,0.0964930062842084,0.3,0.31,0,1.9966666666666668,0.0499999999999999,0.0507010233927077,1.9459656432739587,0.052471357654073,0.0,28.384876251220703,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2013Q2,0.1271031826474762,0.0964930062842084,0.3,0.31,0,1.9966666666666668,0.0499999999999999,0.0507010233927077,1.9459656432739587,0.052471357654073,0.0,28.384876251220703,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2013Q3,0.0984391259105098,0.2010405827263267,0.62,0.62,0,2.7100000000000004,0.0333333333333333,0.0337993720529758,2.6762006279470243,0.0661221168415395,0.0,27.11885643005371,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2013Q3,0.0984391259105098,0.2010405827263267,0.62,0.62,0,2.7100000000000004,0.0333333333333333,0.0337993720529758,2.6762006279470243,0.0661221168415395,0.0,27.11885643005371,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2013Q4,0.0824132492113564,0.1161277602523659,0.37,0.38,0,2.7466666666666666,0.0633333333333333,0.0642234725463784,2.6824431941202884,0.0596854133977426,0.0,31.451387405395508,Health Care,Health Care Equipment,1957-03-04,0.722,29.90618947952513,0.004681305189210051,,,,,,,,,,,
ABT,2013Q4,0.0824132492113564,0.1161277602523659,0.37,0.38,0,2.7466666666666666,0.0633333333333333,0.0642234725463784,2.6824431941202884,0.0596854133977426,0.0,31.451387405395508,Health Care,Health Care Equipment,1957-03-04,0.722,29.90618947952513,0.004681305189210051,6.933333333333334,3.5,234.1626666666667,0.08666666666666667,76.93333333333334,2302.178,62.9,100.1453,1009.0,1913.254,12997.533333333333
ABT,2014Q1,0.0767613038906414,0.0788643533123028,0.24,0.24,0,2.763333333333333,0.0466666666666666,0.0473204538417356,2.7160128794915974,0.0434558542394378,0.0,31.77574920654297,Health Care,Health Care Equipment,1957-03-04,0.722,31.46178258260091,0.006992610778566153,,,,,,,,,,,
ABT,2014Q1,0.0767613038906414,0.0788643533123028,0.24,0.24,0,2.763333333333333,0.0466666666666666,0.0473204538417356,2.7160128794915974,0.0434558542394378,0.0,31.77574920654297,Health Care,Health Care Equipment,1957-03-04,0.722,31.46178258260091,0.006992610778566153,6.666666666666667,-1.4,235.621,0.07333333333333335,80.93333333333334,2339.393,62.96666666666667,100.82683333333334,934.0,1848.159,13149.133333333333
ABT,2014Q2,0.1338738382440182,0.0921494957484674,0.31,0.31,0,2.6233333333333335,0.0333333333333333,0.0337992011550458,2.589534132178288,0.0402888446082777,0.0,33.94826126098633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2014Q2,0.1338738382440182,0.0921494957484674,0.31,0.31,0,2.6233333333333335,0.0333333333333333,0.0337992011550458,2.589534132178288,0.0402888446082777,0.0,33.94826126098633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2014Q3,0.1433353022248474,0.1059263634573735,0.35,0.36,0,2.4966666666666666,0.0266666666666666,0.0270389166205222,2.4696277500461448,0.0131242172778039,0.0,34.70612335205078,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2014Q3,0.1433353022248474,0.1059263634573735,0.35,0.36,0,2.4966666666666666,0.0266666666666666,0.0270389166205222,2.4696277500461448,0.0131242172778039,0.0,34.70612335205078,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2014Q4,0.1547796863330844,0.1689693801344286,0.59,0.6,0,2.28,0.0233333333333333,0.0236588598022254,2.2563411401977747,0.0130028008680009,0.0,37.76799011230469,Health Care,Health Care Equipment,1957-03-04,0.722,36.13176763625372,0.006088824721081663,5.7,2.0,236.88833333333332,0.09999999999999999,89.76666666666667,2479.937,62.86666666666667,103.39133333333332,1049.3333333333333,1977.683,13631.4
ABT,2015Q1,0.1245660608535838,0.4680416581580559,1.51,1.52,0,1.9666666666666668,0.0266666666666666,0.0270389166205222,1.9396277500461443,0.0122191714069844,0.0,39.07271194458008,Health Care,Health Care Equipment,1957-03-04,0.722,38.30739606221517,0.006265108691027059,5.533333333333334,3.6,235.35500000000002,0.11,95.5,2481.11,62.73333333333333,102.2386,977.0,1877.034,13819.0
ABT,2015Q2,0.1410058027079303,0.1516441005802707,0.52,0.52,0,2.1666666666666665,0.02,0.0202788029839286,2.146387863682738,0.0149779020276795,0.0,41.60371780395508,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2015Q3,0.1384466019417475,0.1126213592233009,0.39,0.39,0,2.22,0.04,0.0405608530026294,2.17943914699737,0.0180760790969661,0.0,34.25802230834961,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2015Q4,0.1570932922127987,0.1478411719352351,0.51,0.51,0,2.19,0.1233333333333333,0.1251041621254147,2.064895837874585,0.0249782061779032,0.0,38.47491455078125,Health Care,Health Care Equipment,1957-03-04,0.722,37.40411189245799,0.0064164068562844985,5.033333333333333,0.7,237.837,0.16,91.3,2502.473,62.56666666666666,99.51333333333334,1125.3333333333333,1746.728,14016.833333333334
ABT,2016Q1,0.1072671443193449,0.0646878198567042,0.21,0.21,0,1.92,0.2866666666666667,0.2908599975843093,1.6291400024156906,0.0392464201740304,0.0,36.06239318847656,Health Care,Health Care Equipment,1957-03-04,0.722,33.751638889312744,0.007703329632456084,4.8999999999999995,2.3,237.68933333333334,0.36000000000000004,91.56666666666666,2504.57,62.833333333333336,98.84193333333333,1142.6666666666667,1805.898,14130.6
ABT,2016Q2,0.1530095630976936,0.1153197074817176,0.42,0.42,0,1.7533333333333332,0.2566666666666666,0.2604013413083698,1.4929319920249633,0.0300156231142725,0.0,34.09689712524414,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2016Q3,0.1691814409656733,-0.0620520558279894,-0.22,-0.22,0,1.5633333333333332,0.2966666666666666,0.3010128258228983,1.2623205075104351,0.0280388713760456,0.0,36.90766143798828,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2016Q4,0.147946746671667,0.1496343521470091,0.54,0.54,0,2.1300000000000003,0.43,0.4364610134683084,1.693538986531692,0.0329370417543188,0.0,33.73455047607422,Health Care,Health Care Equipment,1957-03-04,0.722,34.44445001511347,0.007548385875980535,4.766666666666667,2.2,242.13466666666667,0.45,93.06666666666666,2584.602,62.73333333333333,98.70286666666668,1235.0,1926.839,14274.233333333332
ABT,2017Q1,-0.0382004735595895,0.0661404893449092,0.24,0.24,0,2.443333333333334,0.59,0.5991169277443934,1.84421640558894,0.0596547429112315,0.0,39.256160736083984,Health Care,Health Care Equipment,1957-03-04,0.722,37.787333816778464,0.007012931933354181,4.566666666666666,2.0,243.83866666666665,0.7000000000000001,97.23333333333333,2610.431,62.86666666666667,98.76686666666666,1217.0,2045.666,14422.266666666668
ABT,2017Q2,0.0581588066897694,0.0426397468735874,0.16,0.16,0,2.263333333333333,0.89,0.9044096837398752,1.3589236495934582,0.0699929602581274,0.0,43.231571197509766,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2017Q2,0.0581588066897694,0.0426397468735874,0.16,0.16,0,2.263333333333333,0.89,0.9044096837398752,1.3589236495934582,0.0699929602581274,0.0,43.231571197509766,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2017Q3,0.1126079953141016,0.088299897495973,0.34,0.35,0,2.2433333333333336,1.0366666666666668,1.0538279350016149,1.1895053983317183,0.091517083262539,0.0,47.7186393737793,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2017Q3,0.1126079953141016,0.088299897495973,0.34,0.35,0,2.2433333333333336,1.0366666666666668,1.0538279350016149,1.1895053983317183,0.091517083262539,0.0,47.7186393737793,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2017Q4,0.0857820529714059,-0.1091052839636315,-0.47,-0.48,0,2.3699999999999997,1.2066666666666668,1.2271966629317468,1.142803337068253,0.0559718039099504,0.0,51.28604888916016,Health Care,Health Care Equipment,1957-03-04,0.722,49.2642939128573,0.0053791494600278576,,,,,,,,,,,
ABT,2017Q4,0.0857820529714059,-0.1091052839636315,-0.47,-0.48,0,2.3699999999999997,1.2066666666666668,1.2271966629317468,1.142803337068253,0.0559718039099504,0.0,51.28604888916016,Health Care,Health Care Equipment,1957-03-04,0.722,49.2642939128573,0.0053791494600278576,4.166666666666667,4.6,247.23833333333334,1.2033333333333334,98.36666666666667,2728.927,62.70000000000001,101.2419,1235.6666666666667,1864.83,14772.533333333333
ABT,2018Q1,0.0822733423545331,0.0565629228687415,0.24,0.24,0,2.76,1.5599999999999998,1.5879648774033697,1.1720351225966306,0.0447206712181897,0.0,54.10470581054688,Health Care,Health Care Equipment,1957-03-04,0.722,53.8237509805648,0.00520216437723014,,,,,,,,,,,
ABT,2018Q1,0.0822733423545331,0.0565629228687415,0.24,0.24,0,2.76,1.5599999999999998,1.5879648774033697,1.1720351225966306,0.0447206712181897,0.0,54.10470581054688,Health Care,Health Care Equipment,1957-03-04,0.722,53.8237509805648,0.00520216437723014,4.033333333333333,3.3,249.3216666666667,1.4466666666666665,98.93333333333334,2805.277,62.86666666666667,101.80380000000001,1298.0,1986.985,14927.5
ABT,2018Q2,0.1135573580533024,0.0943736320329599,0.41,0.42,0,2.92,1.84,1.874282016736733,1.0457179832632677,0.0823719358790241,0.0,55.33595657348633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2018Q2,0.1135573580533024,0.0943736320329599,0.41,0.42,0,2.92,1.84,1.874282016736733,1.0457179832632677,0.0823719358790241,0.0,55.33595657348633,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2018Q3,0.1299634273772204,0.0735370950888192,0.32,0.32,0,2.926666666666667,2.0399999999999996,2.0790669916090705,0.8475996750575963,0.0992245368154083,0.0,66.85841369628906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2018Q3,0.1299634273772204,0.0735370950888192,0.32,0.32,0,2.926666666666667,2.0399999999999996,2.0790669916090705,0.8475996750575963,0.0992245368154083,0.0,66.85841369628906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2018Q4,0.1500321957501609,0.0842240824211204,0.37,0.37,0,3.033333333333333,2.316666666666667,2.36268497334491,0.6706483599884235,0.104824801631522,0.0,66.19071960449219,Health Care,Health Care Equipment,1957-03-04,0.722,63.58983562838647,0.004403219433311575,,,,,,,,,,,
ABT,2018Q4,0.1500321957501609,0.0842240824211204,0.37,0.37,0,3.033333333333333,2.316666666666667,2.36268497334491,0.6706483599884235,0.104824801631522,0.0,66.19071960449219,Health Care,Health Care Equipment,1957-03-04,0.722,63.58983562838647,0.004403219433311575,3.8333333333333335,0.6,252.711,2.22,98.13333333333333,2880.391,62.93333333333334,103.99579999999999,1165.6666666666667,2015.959,15365.266666666668
ABT,2019Q1,0.0980756469807564,0.089183808891838,0.38,0.38,0,2.6533333333333333,2.3866666666666667,2.4345024816402505,0.2188308516930828,0.1013110577683017,0.0,73.49400329589844,Health Care,Health Care Equipment,1957-03-04,0.722,67.66900603497615,0.0047289005521168916,,,,,,,,,,,
ABT,2019Q1,0.0980756469807564,0.089183808891838,0.38,0.38,0,2.6533333333333333,2.3866666666666667,2.4345024816402505,0.2188308516930828,0.1013110577683017,0.0,73.49400329589844,Health Care,Health Care Equipment,1957-03-04,0.722,67.66900603497615,0.0047289005521168916,3.8666666666666667,2.5,253.38566666666665,2.4033333333333333,94.46666666666665,2899.84,63.06666666666666,103.007,1179.3333333333333,2045.14,15554.4
ABT,2019Q2,0.1511467602456448,0.1260809625266324,0.56,0.57,0,2.3333333333333335,2.3000000000000003,2.3456038203631415,-0.0122704870298083,0.1161167077444967,0.0,77.63499450683594,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2019Q2,0.1511467602456448,0.1260809625266324,0.56,0.57,0,2.3333333333333335,2.3000000000000003,2.3456038203631415,-0.0122704870298083,0.1161167077444967,0.0,77.63499450683594,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2019Q3,0.1483407627538385,0.1188707280832095,0.54,0.54,0,1.7966666666666666,1.98,2.017618374221978,-0.220951707555311,0.1423976725774478,0.0,77.52729797363281,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2019Q3,0.1483407627538385,0.1188707280832095,0.54,0.54,0,1.7966666666666666,1.98,2.017618374221978,-0.220951707555311,0.1423976725774478,0.0,77.52729797363281,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2019Q4,0.1670675968246331,0.1261727207120519,0.59,0.59,0,1.7933333333333332,1.5766666666666669,1.6049683037682716,0.1883650295650617,0.1707795622447753,0.0,80.8057632446289,Health Care,Health Care Equipment,1957-03-04,0.722,77.03966994512649,0.0041537041919822385,,,,,,,,,,,
ABT,2019Q4,0.1670675968246331,0.1261727207120519,0.59,0.59,0,1.7933333333333332,1.5766666666666669,1.6049683037682716,0.1883650295650617,0.1707795622447753,0.0,80.8057632446289,Health Care,Health Care Equipment,1957-03-04,0.722,77.03966994512649,0.0041537041919822385,3.6,2.8,257.888,1.6433333333333333,97.2,2970.305,63.29999999999999,101.8931,1408.6666666666667,2120.925,15722.933333333334
ABT,2020Q1,0.0981102769867978,0.0730002588661661,0.32,0.32,0,1.3766666666666667,1.11,1.1294513189555813,0.2472153477110854,0.2510676754620806,0.3333333333333333,73.72164916992188,Health Care,Health Care Equipment,1957-03-04,0.722,77.18401705632445,0.004664178073775205,3.8333333333333335,-5.5,258.7673333333333,1.26,96.63333333333333,2913.863,63.06666666666666,100.205,1455.6666666666667,2023.162,15826.333333333334
ABT,2020Q2,0.0917030567685589,0.0732805676855895,0.3,0.3,0,0.6866666666666666,0.1433333333333333,0.1453771453325389,0.5412895213341277,0.2999726834223156,0.3333333333333333,85.7781982421875,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2020Q3,0.1688693098384728,0.1391618660341127,0.69,0.69,0,0.65,0.1133333333333333,0.1149407347038182,0.5350592652961818,0.347369349768518,0.0,102.49897003173828,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2020Q4,0.2272684795813475,0.2020371927857209,1.21,1.22,0,0.8633333333333333,0.0933333333333333,0.0946520174748741,0.7686813158584592,0.2575657815096068,0.0,103.46427154541016,Health Care,Health Care Equipment,1957-03-04,0.722,101.60939461844308,0.0035429794789335017,6.733333333333333,4.4,261.04966666666667,0.09000000000000001,79.8,2871.648,61.56666666666666,97.22746666666667,1577.0,2398.03,16431.56666666667
ABT,2021Q1,0.2017023718439173,0.1714804896710023,1.0,1.01,0,1.3166666666666669,0.0499999999999999,0.0507020489747266,1.26596461769194,0.2479988775271938,0.0,113.7009048461914,Health Care,Health Care Equipment,1957-03-04,0.722,111.1885321299235,0.0040471799688314635,6.233333333333333,5.6,263.6703333333333,0.08,80.23333333333333,2937.872,61.4,97.50453333333333,1571.3333333333333,2716.546,18408.733333333334
ABT,2021Q2,0.1361635527731585,0.1163063679937396,0.66,0.67,0,1.5933333333333335,0.0266666666666666,0.0270390875184522,1.5662942458148812,0.1905522243248806,0.0,110.39503479003906,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2021Q3,0.2329795021961932,0.1921669106881405,1.17,1.18,0,1.3233333333333337,0.0466666666666666,0.0473204538417356,1.2760128794915977,0.1916617227758073,0.0,112.9182586669922,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2021Q4,0.2073596093477502,0.1734391349843041,1.11,1.12,0,1.5366666666666668,0.0533333333333333,0.0540814220198258,1.4825852446468408,0.1540782765309223,0.0,135.05018615722656,Health Care,Health Care Equipment,1957-03-04,0.722,121.31918225969586,0.0037092238145549805,4.166666666666667,7.4,278.6803333333333,0.08,69.89999999999999,3013.341,61.9,100.93913333333334,1682.6666666666667,2886.711,16590.600000000002
ABT,2022Q1,0.2448087431693989,0.2057166876839008,1.38,1.39,0,1.94,0.3066666666666667,0.3112038410054394,1.6287961589945603,0.0934728920042645,0.0,113.97555541992188,Health Care,Health Care Equipment,1957-03-04,0.722,118.1911871237833,0.003976607828701834,3.8000000000000003,-1.0,284.826,0.12,63.13333333333333,3110.734,62.23333333333333,101.91120000000001,1710.6666666666667,2898.216,16117.233333333332
ABT,2022Q2,0.2110686683841165,0.1792662343430754,1.14,1.15,0,2.9299999999999997,1.0766666666666669,1.094841055135156,1.835158944864844,0.0638063033092161,0.0,105.0422592163086,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2022Q3,0.170028818443804,0.1378482228626321,0.81,0.82,0,3.106666666666667,2.6633333333333336,2.718981296029467,0.3876853706371997,0.090031382254879,0.0,93.9628677368164,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2022Q3,0.170028818443804,0.1378482228626321,0.81,0.82,0,3.106666666666667,2.6633333333333336,2.718981296029467,0.3876853706371997,0.090031382254879,0.0,93.9628677368164,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
ABT,2022Q4,0.1292240610444951,0.1023684471311069,0.59,0.59,0,3.83,4.04,4.138512775467288,-0.3085127754672879,0.0706512406288755,0.0,107.11925506591795,Health Care,Health Care Equipment,1957-03-04,0.722,99.93816811697823,0.004702907896509191,,,,,,,,,,,
ABT,2022Q4,0.1292240610444951,0.1023684471311069,0.59,0.59,0,3.83,4.04,4.138512775467288,-0.3085127754672879,0.0706512406288755,0.0,107.11925506591795,Health Care,Health Care Equipment,1957-03-04,0.722,99.93816811697823,0.004702907896509191,3.5666666666666664,3.4,298.44100000000003,3.653333333333333,58.800000000000004,3269.99,62.23333333333333,102.7922,1400.0,2834.572,16452.766666666666
ABT,2023Q1,0.154816866728224,0.1352210936698471,0.75,0.76,0,3.6466666666666665,4.626666666666667,4.746447056274242,-1.0997803896075755,0.0589258149457703,0.0,99.24407196044922,Health Care,Health Care Equipment,1957-03-04,0.722,102.44104429151191,0.004978473262618407,,,,,,,,,,,
ABT,2023Q1,0.154816866728224,0.1352210936698471,0.75,0.76,0,3.6466666666666665,4.626666666666667,4.746447056274242,-1.0997803896075755,0.0589258149457703,0.0,99.24407196044922,Health Care,Health Care Equipment,1957-03-04,0.722,102.44104429151191,0.004978473262618407,3.5,2.8,301.20300000000003,4.516666666666667,64.60000000000001,3312.833,62.5,102.7874,1369.0,2931.223,16885.2
ABT,2023Q2,0.1545399879735418,0.1378031669673281,0.79,0.79,0,3.5933333333333333,5.073333333333333,5.2106501095875,-1.6173167762541667,0.0458076650132546,0.0,107.38357543945312,Health Care,Health Care Equipment,1957-03-04,0.722,,,,,,,,,,,,,
